#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1051
#Date Time: 2022-12-04 15:44:12.413
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X

Time (s),Channel 1 (V),Channel 2 (V)
0.00398375,0.2731703443676938,0.391051598998675
0.003985,0.2758791408590314,0.3970974975049968
0.00398625,0.2789265369117861,0.4031433960113185
0.0039875,0.2738475434905281,0.4098610610183427
0.00398875,0.2796037360346206,0.4142275432729085
0.00399,0.2748633421747798,0.4219528580309863
0.00399125,0.2758791408590314,0.4273269900366057
0.0039925,0.2823125325259582,0.4323652387918738
0.00399375,0.2741861430519454,0.4400905535499516
0.003995,0.2687685500692701,0.4447929190548686
0.00399625,0.2687685500692701,0.4505029343108392
0.0039975,0.2758791408590314,0.4558770663164585
0.00399875,0.2755405412976142,0.4625947313234827
0.004,0.2724931452448593,0.4679688633291021
0.00400125,0.2779107382275345,0.4733429953347214
0.0040025,0.2752019417361969,0.4797247770913944
0.00400375,0.2752019417361969,0.4840912593459601
0.004005,0.2806195347188721,0.4908089243529843
0.00400625,0.2714773465606078,0.4945036401068477
0.0040075,0.2708001474377734,0.5025648381152766
0.00400875,0.2691071496306874,0.5076030868705448
0.00401,0.2731703443676938,0.5119695691251105
0.00401125,0.2697843487535218,0.5173437011307298
0.0040125,0.2728317448062766,0.5243972493881053
0.00401375,0.2741861430519454,0.5284278483923198
0.004015,0.2762177404204486,0.535145513399344
0.00401625,0.2772335391047002,0.5401837621546122
0.0040175,0.2755405412976142,0.5455578941602315
0.00401875,0.2775721386661174,0.5489167266637436
0.00402,0.2775721386661174,0.5569779246721727
0.00402125,0.2680913509464358,0.5616802901770895
0.0040225,0.2714773465606078,0.5650391226806016
0.00402375,0.2745247426133626,0.5717567876876258
0.004025,0.2758791408590314,0.5774668029435964
0.00402625,0.2728317448062766,0.5818332851981621
0.0040275,0.2765563399818657,0.5878791837044839
0.00402875,0.2762177404204486,0.5909021329576448
0.00403,0.276894939543283,0.5972839147143179
0.00403125,0.2765563399818657,0.60064274721783
0.0040325,0.276894939543283,0.6063527624738004
0.00403375,0.2782493377889518,0.6113910112290686
0.004035,0.2731703443676938,0.616765143234688
0.00403625,0.2728317448062766,0.6218033919899562
0.0040375,0.2775721386661174,0.6261698742445219
0.00403875,0.2741861430519454,0.6298645899983851
0.00404,0.2748633421747798,0.6352387220040046
0.00404125,0.2752019417361969,0.6399410875089214
0.0040425,0.2721545456834422,0.6436358032627848
0.00404375,0.2687685500692701,0.6500175850194577
0.004045,0.2663983531393498,0.6533764175229698
0.00404625,0.2772335391047002,0.6570711332768332
0.0040475,0.263350957086595,0.6634529150335061
0.00404875,0.2752019417361969,0.6658040977859646
0.00405,0.2623351584023434,0.6711782297915839
0.00405125,0.2542087689283306,0.6755447120461497
0.0040525,0.2863757272629646,0.679239427800013
0.00405375,0.2691071496306874,0.6846135598056323
0.004055,0.2643667557708466,0.6879723923091444
0.00405625,0.2873915259472162,0.6913312248126565
0.0040575,0.2728317448062766,0.6967053568182759
0.00405875,0.2724931452448593,0.700064189321788
0.00406,0.2911161211228053,0.7047665548267049
0.00406125,0.2792651364732033,0.7087971538309195
0.0040625,0.2856985281401301,0.7141712858365389
0.00406375,0.2741861430519454,0.7158507020882949
0.004065,0.2728317448062766,0.7195454178421582
0.00406625,0.2782493377889518,0.7245836665974263
0.0040675,0.2663983531393498,0.7269348493498848
0.00406875,0.2840055303330442,0.7323089813555042
0.00407,0.2721545456834422,0.7346601641079626
0.00407125,0.2765563399818657,0.7386907631121772
0.0040725,0.2884073246314677,0.7420495956156893
0.00407375,0.268429950507853,0.746416077870255
0.004075,0.2799423355960378,0.7487672606227135
0.00407625,0.2823125325259582,0.7527978596269279
0.0040775,0.2697843487535218,0.7568284586311425
0.00407875,0.2714773465606078,0.7591796413836009
0.00408,0.2721545456834422,0.7638820068885179
0.00408125,0.2724931452448593,0.7669049561416788
0.0040825,0.2701229483149389,0.7675767226423812
0.00408375,0.283666930771627,0.7729508546480005
0.004085,0.2779107382275345,0.776981453652215
0.00408625,0.2708001474377734,0.776981453652215
0.0040875,0.2731703443676938,0.7813479359067808
0.00408875,0.2772335391047002,0.7847067684102929
0.00409,0.2680913509464358,0.7877297176634538
0.00409125,0.2850213290172958,0.7890732506648587
0.0040925,0.2775721386661174,0.7941114994201268
0.00409375,0.2647053553322637,0.7954550324215316
0.004095,0.2745247426133626,0.7998215146760973
0.00409625,0.2745247426133626,0.8001573979264486
0.0040975,0.2647053553322637,0.8055315299320679
0.00409875,0.2789265369117861,0.8055315299320679
0.0041,0.2755405412976142,0.8092262456859313
0.00410125,0.271815946122025,0.8122491949390921
0.0041025,0.2789265369117861,0.8142644944411994
0.00410375,0.2846827294558786,0.8166156771936578
0.004105,0.2823125325259582,0.8193027431964676
0.00410625,0.2724931452448593,0.8213180426985748
0.0041075,0.278587937350369,0.823333342200682
0.00410875,0.2789265369117861,0.8256845249531405
0.00411,0.2779107382275345,0.8283715909559501
0.00411125,0.2765563399818657,0.8290433574566526
0.0041125,0.2755405412976142,0.832738073210516
0.00411375,0.2647053553322637,0.8334098397112183
0.004115,0.2680913509464358,0.8354251392133256
0.00411625,0.2765563399818657,0.8374404387154328
0.0041175,0.2724931452448593,0.8407992712189449
0.00411875,0.2687685500692701,0.8401275047182425
0.00412,0.2843441298944613,0.8431504539714034
0.00412125,0.2812967338417066,0.844158103722457
0.0041225,0.2691071496306874,0.847181052975618
0.00412375,0.2806195347188721,0.8475169362259691
0.004125,0.2812967338417066,0.8485245859770227
0.00412625,0.2714773465606078,0.8498681189784276
0.0041275,0.266736952700767,0.8535628347322909
0.00412875,0.2758791408590314,0.8542346012329933
0.00413,0.2779107382275345,0.8538987179826422
0.00413125,0.271815946122025,0.8555781342343982
0.0041325,0.2704615478763562,0.8579293169868567
0.00413375,0.2789265369117861,0.8579293169868567
0.004135,0.276894939543283,0.8599446164889639
0.00413625,0.2708001474377734,0.8606163829896664
0.0041375,0.2724931452448593,0.8619599159910711
0.00413875,0.2823125325259582,0.8629675657421247
0.00414,0.2748633421747798,0.8629675657421247
0.00414125,0.2721545456834422,0.8643110987435296
